# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 34.615, 50.856 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Asia/Tehran, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Asia/Tehran", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "34.6146", "lon": "50.856", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "1000", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-06-22 11:00,2019-06-22 15:30,523.538,0.613,0.092,39.270
2019-06-22 12:00,2019-06-22 16:30,381.600,0.413,0.086,38.738
2019-06-22 13:00,2019-06-22 17:30,211.054,0.195,0.079,37.742
2019-06-22 14:00,2019-06-22 18:30,55.497,0.016,0.068,36.210
2019-06-22 15:00,2019-06-22 19:30,7.340,0,0.019,32.332
2019-06-22 16:00,2019-06-22 20:30,0,0,0,29.694
2019-06-22 17:00,2019-06-22 21:30,0,0,0,28.611
2019-06-22 18:00,2019-06-22 22:30,0,0,0,27.679
2019-06-22 19:00,2019-06-22 23:30,0,0,0,26.851
2019-06-22 20:00,2019-06-23 00:30,0,0,0,26.194
2019-06-22 21:00,2019-06-23 01:30,0,0,0,25.318
2019-06-22 22:00,2019-06-23 02:30,0,0,0,24.536
2019-06-22 23:00,2019-06-23 03:30,0,0,0,23.983
2019-06-23 00:00,2019-06-23 04:30,0,0,0,23.286
2019-06-23 01:00,2019-06-23 05:30,1.726,0,0.009,22.922
2019-06-23 02:00,2019-06-23 06:30,41.868,0,0.064,25.300
2019-06-23 03:00,2019-06-23 07:30,172.466,0.133,0.084,28.209
2019-06-23 04:00,2019-06-23 08:30,347.039,0.341,0.092,30.646
2019-06-23 05:00,2019-06-23 09:30,498.168,0.543,0.100,32.729
2019-06-23 06:00,2019-06-23 10:30,600.755,0.693,0.110,34.662
2019-06-23 07:00,2019-06-23 11:30,666.063,0.805,0.113,36.456
2019-06-23 08:00,2019-06-23 12:30,687.963,0.850,0.114,37.931
2019-06-23 09:00,2019-06-23 13:30,673.786,0.836,0.110,39.027
2019-06-23 10:00,2019-06-23 14:30,612.512,0.739,0.108,39.646
2019-06-23 11:00,2019-06-23 15:30,509.839,0.582,0.104,39.807
2019-06-23 12:00,2019-06-23 16:30,368.421,0.382,0.101,39.454
2019-06-23 13:00,2019-06-23 17:30,203.264,0.168,0.097,38.558
2019-06-23 14:00,2019-06-23 18:30,62.080,0.012,0.080,37.080
2019-06-23 15:00,2019-06-23 19:30,7.104,0,0.019,33.770
2019-06-23 16:00,2019-06-23 20:30,0,0,0,31.334
2019-06-23 17:00,2019-06-23 21:30,0,0,0,30.267
2019-06-23 18:00,2019-06-23 22:30,0,0,0,29.223
2019-06-23 19:00,2019-06-23 23:30,0,0,0,28.280
2019-06-23 20:00,2019-06-24 00:30,0,0,0,27.486
2019-06-23 21:00,2019-06-24 01:30,0,0,0,26.944
2019-06-23 22:00,2019-06-24 02:30,0,0,0,26.317
2019-06-23 23:00,2019-06-24 03:30,0,0,0,25.517
2019-06-24 00:00,2019-06-24 04:30,0,0,0,24.724
2019-06-24 01:00,2019-06-24 05:30,1.680,0,0.009,24.100
2019-06-24 02:00,2019-06-24 06:30,40.072,0,0.062,26.675
2019-06-24 03:00,2019-06-24 07:30,171.362,0.138,0.079,29.480
2019-06-24 04:00,2019-06-24 08:30,348.319,0.351,0.086,32.019
2019-06-24 05:00,2019-06-24 09:30,498.860,0.556,0.093,34.457
2019-06-24 06:00,2019-06-24 10:30,606.709,0.723,0.099,36.595
2019-06-24 07:00,2019-06-24 11:30,670.326,0.832,0.104,38.253
2019-06-24 08:00,2019-06-24 12:30,691.854,0.875,0.106,39.441
2019-06-24 09:00,2019-06-24 13:30,675.898,0.854,0.104,40.217
2019-06-24 10:00,2019-06-24 14:30,616.301,0.757,0.101,40.524
2019-06-24 11:00,2019-06-24 15:30,515.372,0.600,0.097,40.304
2019-06-24 12:00,2019-06-24 16:30,374.628,0.399,0.092,39.581
2019-06-24 13:00,2019-06-24 17:30,208.332,0.187,0.085,38.428
2019-06-24 14:00,2019-06-24 18:30,57.476,0.015,0.071,36.811
2019-06-24 15:00,2019-06-24 19:30,7.326,0,0.019,33.372
2019-06-24 16:00,2019-06-24 20:30,0,0,0,30.493
2019-06-24 17:00,2019-06-24 21:30,0,0,0,29.174
2019-06-24 18:00,2019-06-24 22:30,0,0,0,28.043
2019-06-24 19:00,2019-06-24 23:30,0,0,0,27.182
2019-06-24 20:00,2019-06-25 00:30,0,0,0,26.643
2019-06-24 21:00,2019-06-25 01:30,0,0,0,26.582
2019-06-24 22:00,2019-06-25 02:30,0,0,0,26.521
2019-06-24 23:00,2019-06-25 03:30,0,0,0,25.770
2019-06-25 00:00,2019-06-25 04:30,0,0,0,24.801
2019-06-25 01:00,2019-06-25 05:30,1.717,0,0.009,24.116
2019-06-25 02:00,2019-06-25 06:30,37.491,0,0.058,26.047
2019-06-25 03:00,2019-06-25 07:30,172.904,0.145,0.074,29.433
2019-06-25 04:00,2019-06-25 08:30,350.597,0.362,0.081,33.176
2019-06-25 05:00,2019-06-25 09:30,500.680,0.569,0.089,35.989
2019-06-25 06:00,2019-06-25 10:30,604.701,0.730,0.097,38.102
2019-06-25 07:00,2019-06-25 11:30,668.477,0.840,0.101,39.698
2019-06-25 08:00,2019-06-25 12:30,690.348,0.884,0.103,40.833
2019-06-25 09:00,2019-06-25 13:30,672.246,0.857,0.103,41.541
2019-06-25 10:00,2019-06-25 14:30,612.281,0.757,0.101,41.812
2019-06-25 11:00,2019-06-25 15:30,506.097,0.587,0.101,41.561
2019-06-25 12:00,2019-06-25 16:30,371.042,0.396,0.093,40.821
2019-06-25 13:00,2019-06-25 17:30,205.649,0.183,0.087,39.692
2019-06-25 14:00,2019-06-25 18:30,58.531,0.015,0.073,38.052
2019-06-25 15:00,2019-06-25 19:30,7.184,0,0.019,34.380
2019-06-25 16:00,2019-06-25 20:30,0,0,0,31.369
2019-06-25 17:00,2019-06-25 21:30,0,0,0,30.039
2019-06-25 18:00,2019-06-25 22:30,0,0,0,28.928
2019-06-25 19:00,2019-06-25 23:30,0,0,0,28.174
2019-06-25 20:00,2019-06-26 00:30,0,0,0,28.010
2019-06-25 21:00,2019-06-26 01:30,0,0,0,28.018
2019-06-25 22:00,2019-06-26 02:30,0,0,0,26.691
2019-06-25 23:00,2019-06-26 03:30,0,0,0,24.704
2019-06-26 00:00,2019-06-26 04:30,0,0,0,23.410
2019-06-26 01:00,2019-06-26 05:30,1.709,0,0.009,22.689
2019-06-26 02:00,2019-06-26 06:30,36.255,0,0.057,25.110
2019-06-26 03:00,2019-06-26 07:30,173.668,0.147,0.071,28.368
2019-06-26 04:00,2019-06-26 08:30,353.987,0.365,0.079,31.688
2019-06-26 05:00,2019-06-26 09:30,505.723,0.572,0.087,34.356
2019-06-26 06:00,2019-06-26 10:30,613.697,0.740,0.093,36.597
2019-06-26 07:00,2019-06-26 11:30,676.858,0.850,0.098,38.366
2019-06-26 08:00,2019-06-26 12:30,697.779,0.892,0.100,39.670
2019-06-26 09:00,2019-06-26 13:30,679.763,0.867,0.099,40.469
2019-06-26 10:00,2019-06-26 14:30,620.498,0.770,0.097,40.716
2019-06-26 11:00,2019-06-26 15:30,519.290,0.611,0.092,40.478
2019-06-26 12:00,2019-06-26 16:30,378.839,0.411,0.086,39.821
2019-06-26 13:00,2019-06-26 17:30,210.474,0.196,0.079,38.749
2019-06-26 14:00,2019-06-26 18:30,55.986,0.017,0.067,37.113
2019-06-26 15:00,2019-06-26 19:30,7.139,0,0.019,33.430
2019-06-26 16:00,2019-06-26 20:30,0,0,0,30.637
2019-06-26 17:00,2019-06-26 21:30,0,0,0,29.363
2019-06-26 18:00,2019-06-26 22:30,0,0,0,28.247
2019-06-26 19:00,2019-06-26 23:30,0,0,0,27.176
2019-06-26 20:00,2019-06-27 00:30,0,0,0,26.138
2019-06-26 21:00,2019-06-27 01:30,0,0,0,25.483
2019-06-26 22:00,2019-06-27 02:30,0,0,0,24.729
2019-06-26 23:00,2019-06-27 03:30,0,0,0,23.801
2019-06-27 00:00,2019-06-27 04:30,0,0,0,23.115
2019-06-27 01:00,2019-06-27 05:30,1.660,0,0.009,22.785
2019-06-27 02:00,2019-06-27 06:30,37.863,0,0.059,25.372
2019-06-27 03:00,2019-06-27 07:30,173.383,0.144,0.074,27.974
2019-06-27 04:00,2019-06-27 08:30,355.295,0.361,0.081,30.167
2019-06-27 05:00,2019-06-27 09:30,509.497,0.569,0.089,32.402
2019-06-27 06:00,2019-06-27 10:30,614.044,0.725,0.098,34.506
2019-06-27 07:00,2019-06-27 11:30,679.289,0.837,0.102,36.293
2019-06-27 08:00,2019-06-27 12:30,701.156,0.882,0.103,37.672
2019-06-27 09:00,2019-06-27 13:30,687.475,0.868,0.100,38.634
2019-06-27 10:00,2019-06-27 14:30,626.471,0.771,0.097,39.149
2019-06-27 11:00,2019-06-27 15:30,523.848,0.612,0.092,39.152
2019-06-27 12:00,2019-06-27 16:30,380.559,0.409,0.088,38.587
2019-06-27 13:00,2019-06-27 17:30,210.586,0.191,0.083,37.485
2019-06-27 14:00,2019-06-27 18:30,58.315,0.016,0.071,35.841
2019-06-27 15:00,2019-06-27 19:30,7.164,0,0.019,32.262
2019-06-27 16:00,2019-06-27 20:30,0,0,0,29.490
2019-06-27 17:00,2019-06-27 21:30,0,0,0,28.147
2019-06-27 18:00,2019-06-27 22:30,0,0,0,26.891
2019-06-27 19:00,2019-06-27 23:30,0,0,0,25.882
2019-06-27 20:00,2019-06-28 00:30,0,0,0,25.356
2019-06-27 21:00,2019-06-28 01:30,0,0,0,24.628
2019-06-27 22:00,2019-06-28 02:30,0,0,0,23.659
2019-06-27 23:00,2019-06-28 03:30,0,0,0,22.755
2019-06-28 00:00,2019-06-28 04:30,0,0,0,22.044
2019-06-28 01:00,2019-06-28 05:30,1.619,0,0.009,21.749
2019-06-28 02:00,2019-06-28 06:30,39.224,0,0.060,24.299
2019-06-28 03:00,2019-06-28 07:30,172.428,0.138,0.077,27.131
2019-06-28 04:00,2019-06-28 08:30,351.955,0.352,0.085,29.676
2019-06-28 05:00,2019-06-28 09:30,505.943,0.557,0.092,31.725
2019-06-28 06:00,2019-06-28 10:30,616.992,0.725,0.098,33.623
2019-06-28 07:00,2019-06-28 11:30,682.539,0.837,0.102,35.371
2019-06-28 08:00,2019-06-28 12:30,704.678,0.883,0.103,36.817
2019-06-28 09:00,2019-06-28 13:30,687.840,0.862,0.101,37.852
2019-06-28 10:00,2019-06-28 14:30,626.557,0.766,0.098,38.462
2019-06-28 11:00,2019-06-28 15:30,523.428,0.608,0.094,38.621
2019-06-28 12:00,2019-06-28 16:30,381.935,0.411,0.087,38.310
2019-06-28 13:00,2019-06-28 17:30,212.345,0.196,0.080,37.509
2019-06-28 14:00,2019-06-28 18:30,56.427,0.018,0.066,36.161
2019-06-28 15:00,2019-06-28 19:30,7.092,0,0.019,32.593
2019-06-28 16:00,2019-06-28 20:30,0,0,0,30.060
2019-06-28 17:00,2019-06-28 21:30,0,0,0,29.042
2019-06-28 18:00,2019-06-28 22:30,0,0,0,27.974
2019-06-28 19:00,2019-06-28 23:30,0,0,0,26.985
2019-06-28 20:00,2019-06-29 00:30,0,0,0,25.927
2019-06-28 21:00,2019-06-29 01:30,0,0,0,25.324
2019-06-28 22:00,2019-06-29 02:30,0,0,0,25.143
2019-06-28 23:00,2019-06-29 03:30,0,0,0,24.983
2019-06-29 00:00,2019-06-29 04:30,0,0,0,24.654
2019-06-29 01:00,2019-06-29 05:30,1.543,0,0.009,23.960
2019-06-29 02:00,2019-06-29 06:30,40.556,0,0.062,26.076
2019-06-29 03:00,2019-06-29 07:30,169.782,0.133,0.081,29.242
2019-06-29 04:00,2019-06-29 08:30,344.383,0.342,0.090,31.926
2019-06-29 05:00,2019-06-29 09:30,494.097,0.546,0.097,34.463
2019-06-29 06:00,2019-06-29 10:30,603.633,0.715,0.102,36.685
2019-06-29 07:00,2019-06-29 11:30,667.259,0.825,0.106,38.417
2019-06-29 08:00,2019-06-29 12:30,688.500,0.869,0.108,39.752
2019-06-29 09:00,2019-06-29 13:30,670.756,0.845,0.107,40.745
2019-06-29 10:00,2019-06-29 14:30,610.714,0.749,0.104,41.282
2019-06-29 11:00,2019-06-29 15:30,510.188,0.593,0.100,41.342
2019-06-29 12:00,2019-06-29 16:30,371.119,0.395,0.094,40.889
2019-06-29 13:00,2019-06-29 17:30,206.652,0.184,0.088,39.927
2019-06-29 14:00,2019-06-29 18:30,59.497,0.016,0.073,38.271
2019-06-29 15:00,2019-06-29 19:30,6.974,0,0.019,34.498
2019-06-29 16:00,2019-06-29 20:30,0,0,0,31.845
2019-06-29 17:00,2019-06-29 21:30,0,0,0,30.400
2019-06-29 18:00,2019-06-29 22:30,0,0,0,29.187
2019-06-29 19:00,2019-06-29 23:30,0,0,0,28.320
2019-06-29 20:00,2019-06-30 00:30,0,0,0,27.587
2019-06-29 21:00,2019-06-30 01:30,0,0,0,27.129
2019-06-29 22:00,2019-06-30 02:30,0,0,0,26.408
2019-06-29 23:00,2019-06-30 03:30,0,0,0,25.457
2019-06-30 00:00,2019-06-30 04:30,0,0,0,24.553
2019-06-30 01:00,2019-06-30 05:30,1.480,0,0.009,24.137
2019-06-30 02:00,2019-06-30 06:30,40.348,0,0.062,26.478
2019-06-30 03:00,2019-06-30 07:30,169.390,0.134,0.080,29.673
2019-06-30 04:00,2019-06-30 08:30,344.640,0.347,0.088,32.800
2019-06-30 05:00,2019-06-30 09:30,495.608,0.553,0.095,35.183
2019-06-30 06:00,2019-06-30 10:30,602.923,0.718,0.101,37.161
2019-06-30 07:00,2019-06-30 11:30,667.432,0.829,0.105,38.786
2019-06-30 08:00,2019-06-30 12:30,689.457,0.873,0.107,40.051
2019-06-30 09:00,2019-06-30 13:30,664.791,0.833,0.110,40.961
2019-06-30 10:00,2019-06-30 14:30,604.473,0.735,0.109,41.526
2019-06-30 11:00,2019-06-30 15:30,503.003,0.579,0.104,41.658
2019-06-30 12:00,2019-06-30 16:30,373.560,0.403,0.092,41.379
2019-06-30 13:00,2019-06-30 17:30,207.564,0.189,0.085,40.540
2019-06-30 14:00,2019-06-30 18:30,58.818,0.017,0.072,39.008
2019-06-30 15:00,2019-06-30 19:30,6.835,0,0.019,35.249
2019-06-30 16:00,2019-06-30 20:30,0,0,0,32.648
2019-06-30 17:00,2019-06-30 21:30,0,0,0,31.894
2019-06-30 18:00,2019-06-30 22:30,0,0,0,30.618
2019-06-30 19:00,2019-06-30 23:30,0,0,0,29.475
2019-06-30 20:00,2019-07-01 00:30,0,0,0,27.902
2019-06-30 21:00,2019-07-01 01:30,0,0,0,26.869
2019-06-30 22:00,2019-07-01 02:30,0,0,0,25.826
2019-06-30 23:00,2019-07-01 03:30,0,0,0,24.977
2019-07-01 00:00,2019-07-01 04:30,0,0,0,24.324
2019-07-01 01:00,2019-07-01 05:30,1.434,0,0.009,23.962
2019-07-01 02:00,2019-07-01 06:30,39.613,0,0.061,25.184
2019-07-01 03:00,2019-07-01 07:30,170.947,0.135,0.079,27.449
2019-07-01 04:00,2019-07-01 08:30,348.738,0.347,0.087,30.242
2019-07-01 05:00,2019-07-01 09:30,499.548,0.551,0.095,33.129
2019-07-01 06:00,2019-07-01 10:30,607.556,0.718,0.101,35.592
2019-07-01 07:00,2019-07-01 11:30,671.501,0.829,0.105,37.502
2019-07-01 08:00,2019-07-01 12:30,693.416,0.874,0.106,38.935
2019-07-01 09:00,2019-07-01 13:30,676.560,0.852,0.104,39.877
2019-07-01 10:00,2019-07-01 14:30,618.662,0.760,0.100,40.281
2019-07-01 11:00,2019-07-01 15:30,519.580,0.608,0.095,40.084
2019-07-01 12:00,2019-07-01 16:30,380.818,0.411,0.088,39.166
2019-07-01 13:00,2019-07-01 17:30,213.319,0.197,0.080,37.449
2019-07-01 14:00,2019-07-01 18:30,57.604,0.019,0.067,34.926
2019-07-01 15:00,2019-07-01 19:30,6.895,0,0.019,31.426
2019-07-01 16:00,2019-07-01 20:30,0,0,0,28.208
2019-07-01 17:00,2019-07-01 21:30,0,0,0,25.751
2019-07-01 18:00,2019-07-01 22:30,0,0,0,23.944
2019-07-01 19:00,2019-07-01 23:30,0,0,0,22.719
2019-07-01 20:00,2019-07-02 00:30,0,0,0,21.663
2019-07-01 21:00,2019-07-02 01:30,0,0,0,21.021
2019-07-01 22:00,2019-07-02 02:30,0,0,0,20.795
2019-07-01 23:00,2019-07-02 03:30,0,0,0,20.525
2019-07-02 00:00,2019-07-02 04:30,0,0,0,20.203
2019-07-02 01:00,2019-07-02 05:30,1.529,0,0.009,19.991
2019-07-02 02:00,2019-07-02 06:30,38.833,0,0.059,21.226
2019-07-02 03:00,2019-07-02 07:30,175.212,0.138,0.077,23.742
2019-07-02 04:00,2019-07-02 08:30,356.601,0.348,0.087,26.478
2019-07-02 05:00,2019-07-02 09:30,509.703,0.548,0.097,29.058
2019-07-02 06:00,2019-07-02 10:30,612.231,0.698,0.108,31.543
2019-07-02 07:00,2019-07-02 11:30,674.875,0.804,0.113,33.777
2019-07-02 08:00,2019-07-02 12:30,695.104,0.845,0.116,35.340
2019-07-02 09:00,2019-07-02 13:30,685.071,0.838,0.110,36.169
2019-07-02 10:00,2019-07-02 14:30,625.098,0.743,0.107,36.283
2019-07-02 11:00,2019-07-02 15:30,522.812,0.588,0.103,35.940
2019-07-02 12:00,2019-07-02 16:30,379.961,0.388,0.098,35.092
2019-07-02 13:00,2019-07-02 17:30,210.694,0.174,0.095,33.693
2019-07-02 14:00,2019-07-02 18:30,64.784,0.014,0.079,31.828
2019-07-02 15:00,2019-07-02 19:30,6.583,0,0.018,29.725
2019-07-02 16:00,2019-07-02 20:30,0,0,0,28.017
2019-07-02 17:00,2019-07-02 21:30,0,0,0,26.645
2019-07-02 18:00,2019-07-02 22:30,0,0,0,25.194
2019-07-02 19:00,2019-07-02 23:30,0,0,0,23.892
2019-07-02 20:00,2019-07-03 00:30,0,0,0,22.873
2019-07-02 21:00,2019-07-03 01:30,0,0,0,22.160
2019-07-02 22:00,2019-07-03 02:30,0,0,0,21.570
2019-07-02 23:00,2019-07-03 03:30,0,0,0,21.088
2019-07-03 00:00,2019-07-03 04:30,0,0,0,20.643
2019-07-03 01:00,2019-07-03 05:30,1.278,0,0.008,20.372
2019-07-03 02:00,2019-07-03 06:30,44.446,0,0.066,22.053
2019-07-03 03:00,2019-07-03 07:30,171.163,0.122,0.090,24.261
2019-07-03 04:00,2019-07-03 08:30,346.810,0.324,0.099,26.379
2019-07-03 05:00,2019-07-03 09:30,500.240,0.523,0.106,28.326
2019-07-03 06:00,2019-07-03 10:30,611.303,0.685,0.113,30.314
2019-07-03 07:00,2019-07-03 11:30,676.485,0.793,0.117,32.224
2019-07-03 08:00,2019-07-03 12:30,696.968,0.835,0.119,33.831
2019-07-03 09:00,2019-07-03 13:30,693.131,0.847,0.109,35.103
2019-07-03 10:00,2019-07-03 14:30,629.503,0.749,0.106,35.875
2019-07-03 11:00,2019-07-03 15:30,524.389,0.591,0.102,36.094
2019-07-03 12:00,2019-07-03 16:30,380.645,0.392,0.097,35.826
2019-07-03 13:00,2019-07-03 17:30,211.988,0.181,0.091,35.091
2019-07-03 14:00,2019-07-03 18:30,62.674,0.016,0.075,33.786
2019-07-03 15:00,2019-07-03 19:30,6.686,0,0.018,30.960
2019-07-03 16:00,2019-07-03 20:30,0,0,0,28.520
2019-07-03 17:00,2019-07-03 21:30,0,0,0,27.380
2019-07-03 18:00,2019-07-03 22:30,0,0,0,26.462
2019-07-03 19:00,2019-07-03 23:30,0,0,0,25.851
2019-07-03 20:00,2019-07-04 00:30,0,0,0,25.533
2019-07-03 21:00,2019-07-04 01:30,0,0,0,25.209
2019-07-03 22:00,2019-07-04 02:30,0,0,0,24.612
2019-07-03 23:00,2019-07-04 03:30,0,0,0,23.747
2019-07-04 00:00,2019-07-04 04:30,0,0,0,22.956
2019-07-04 01:00,2019-07-04 05:30,1.272,0,0.008,22.348
2019-07-04 02:00,2019-07-04 06:30,38.661,0,0.059,24.033
2019-07-04 03:00,2019-07-04 07:30,172.085,0.140,0.075,26.848
2019-07-04 04:00,2019-07-04 08:30,354.032,0.356,0.083,29.634
2019-07-04 05:00,2019-07-04 09:30,507.359,0.563,0.091,32.332
2019-07-04 06:00,2019-07-04 10:30,614.670,0.728,0.098,34.893
2019-07-04 07:00,2019-07-04 11:30,676.728,0.837,0.103,37.095
2019-07-04 08:00,2019-07-04 12:30,696.516,0.879,0.106,38.766
2019-07-04 09:00,2019-07-04 13:30,678.224,0.855,0.104,39.911
2019-07-04 10:00,2019-07-04 14:30,615.815,0.754,0.103,40.505
2019-07-04 11:00,2019-07-04 15:30,512.896,0.595,0.100,40.603
2019-07-04 12:00,2019-07-04 16:30,372.291,0.395,0.095,40.197
2019-07-04 13:00,2019-07-04 17:30,207.191,0.183,0.089,39.284
2019-07-04 14:00,2019-07-04 18:30,60.576,0.017,0.074,37.656
2019-07-04 15:00,2019-07-04 19:30,6.396,0,0.018,33.787
2019-07-04 16:00,2019-07-04 20:30,0,0,0,31.145
2019-07-04 17:00,2019-07-04 21:30,0,0,0,29.747
2019-07-04 18:00,2019-07-04 22:30,0,0,0,28.667
2019-07-04 19:00,2019-07-04 23:30,0,0,0,27.505
2019-07-04 20:00,2019-07-05 00:30,0,0,0,26.996
2019-07-04 21:00,2019-07-05 01:30,0,0,0,25.279
2019-07-04 22:00,2019-07-05 02:30,0,0,0,23.964
2019-07-04 23:00,2019-07-05 03:30,0,0,0,23.048
2019-07-05 00:00,2019-07-05 04:30,0,0,0,22.617
2019-07-05 01:00,2019-07-05 05:30,1.165,0,0.008,22.401
2019-07-05 02:00,2019-07-05 06:30,40.524,0,0.062,24.899
2019-07-05 03:00,2019-07-05 07:30,169.166,0.132,0.080,28.031
2019-07-05 04:00,2019-07-05 08:30,348.281,0.348,0.087,30.905
2019-07-05 05:00,2019-07-05 09:30,503.152,0.558,0.093,33.139
2019-07-05 06:00,2019-07-05 10:30,613.949,0.728,0.098,35.222
2019-07-05 07:00,2019-07-05 11:30,678.218,0.840,0.103,37.108
2019-07-05 08:00,2019-07-05 12:30,698.951,0.883,0.105,38.578
2019-07-05 09:00,2019-07-05 13:30,683.913,0.865,0.102,39.504
2019-07-05 10:00,2019-07-05 14:30,622.652,0.765,0.100,39.864
2019-07-05 11:00,2019-07-05 15:30,519.450,0.604,0.097,39.766
2019-07-05 12:00,2019-07-05 16:30,377.044,0.401,0.092,39.219
2019-07-05 13:00,2019-07-05 17:30,209.396,0.186,0.087,38.238
2019-07-05 14:00,2019-07-05 18:30,60.676,0.017,0.073,36.694
2019-07-05 15:00,2019-07-05 19:30,6.288,0,0.018,32.862
2019-07-05 16:00,2019-07-05 20:30,0,0,0,30.021
2019-07-05 17:00,2019-07-05 21:30,0,0,0,28.697
2019-07-05 18:00,2019-07-05 22:30,0,0,0,27.604
2019-07-05 19:00,2019-07-05 23:30,0,0,0,26.640
2019-07-05 20:00,2019-07-06 00:30,0,0,0,25.817
2019-07-05 21:00,2019-07-06 01:30,0,0,0,25.247
2019-07-05 22:00,2019-07-06 02:30,0,0,0,24.684
2019-07-05 23:00,2019-07-06 03:30,0,0,0,24.004
2019-07-06 00:00,2019-07-06 04:30,0,0,0,23.349
2019-07-06 01:00,2019-07-06 05:30,1.106,0,0.008,22.792
2019-07-06 02:00,2019-07-06 06:30,40.277,0,0.062,25.147
2019-07-06 03:00,2019-07-06 07:30,169.657,0.132,0.081,27.785
2019-07-06 04:00,2019-07-06 08:30,349.323,0.345,0.089,29.868
2019-07-06 05:00,2019-07-06 09:30,503.690,0.552,0.096,32.034
2019-07-06 06:00,2019-07-06 10:30,611.788,0.715,0.103,34.192
2019-07-06 07:00,2019-07-06 11:30,675.249,0.823,0.108,36.104
2019-07-06 08:00,2019-07-06 12:30,694.907,0.864,0.111,37.700
2019-07-06 09:00,2019-07-06 13:30,678.254,0.844,0.109,38.813
2019-07-06 10:00,2019-07-06 14:30,616.339,0.744,0.107,39.242
2019-07-06 11:00,2019-07-06 15:30,513.662,0.585,0.104,39.100
2019-07-06 12:00,2019-07-06 16:30,372.766,0.386,0.100,38.426
2019-07-06 13:00,2019-07-06 17:30,207.524,0.175,0.094,37.319
2019-07-06 14:00,2019-07-06 18:30,62.818,0.016,0.077,35.754
2019-07-06 15:00,2019-07-06 19:30,6.085,0,0.017,32.856
2019-07-06 16:00,2019-07-06 20:30,0,0,0,30.239
2019-07-06 17:00,2019-07-06 21:30,0,0,0,28.598
2019-07-06 18:00,2019-07-06 22:30,0,0,0,27.239
2019-07-06 19:00,2019-07-06 23:30,0,0,0,26.461
2019-07-06 20:00,2019-07-07 00:30,0,0,0,26.172
2019-07-06 21:00,2019-07-07 01:30,0,0,0,26.061
2019-07-06 22:00,2019-07-07 02:30,0,0,0,25.247
2019-07-06 23:00,2019-07-07 03:30,0,0,0,24.072
2019-07-07 00:00,2019-07-07 04:30,0,0,0,23.258
2019-07-07 01:00,2019-07-07 05:30,0.972,0,0.008,22.612
2019-07-07 02:00,2019-07-07 06:30,42.621,0,0.064,25.042
2019-07-07 03:00,2019-07-07 07:30,167.871,0.123,0.088,27.481
2019-07-07 04:00,2019-07-07 08:30,343.941,0.331,0.096,29.535
2019-07-07 05:00,2019-07-07 09:30,497.314,0.535,0.102,31.745
2019-07-07 06:00,2019-07-07 10:30,603.428,0.693,0.111,33.872
2019-07-07 07:00,2019-07-07 11:30,669.601,0.806,0.114,35.746
2019-07-07 08:00,2019-07-07 12:30,692.594,0.853,0.115,37.292
2019-07-07 09:00,2019-07-07 13:30,674.975,0.832,0.113,38.389
2019-07-07 10:00,2019-07-07 14:30,615.037,0.738,0.110,38.969
2019-07-07 11:00,2019-07-07 15:30,512.917,0.582,0.106,38.983
2019-07-07 12:00,2019-07-07 16:30,376.166,0.393,0.097,38.513
2019-07-07 13:00,2019-07-07 17:30,210.110,0.182,0.091,37.573
2019-07-07 14:00,2019-07-07 18:30,62.623,0.016,0.076,36.099
2019-07-07 15:00,2019-07-07 19:30,5.998,0,0.017,33.172
2019-07-07 16:00,2019-07-07 20:30,0,0,0,30.539
2019-07-07 17:00,2019-07-07 21:30,0,0,0,29.279
2019-07-07 18:00,2019-07-07 22:30,0,0,0,28.073
2019-07-07 19:00,2019-07-07 23:30,0,0,0,27.065
2019-07-07 20:00,2019-07-08 00:30,0,0,0,26.082
2019-07-07 21:00,2019-07-08 01:30,0,0,0,25.279
2019-07-07 22:00,2019-07-08 02:30,0,0,0,24.744
2019-07-07 23:00,2019-07-08 03:30,0,0,0,23.957
2019-07-08 00:00,2019-07-08 04:30,0,0,0,23.466
2019-07-08 01:00,2019-07-08 05:30,0.888,0,0.008,22.920
2019-07-08 02:00,2019-07-08 06:30,42.062,0,0.064,24.586
2019-07-08 03:00,2019-07-08 07:30,167.871,0.124,0.086,27.232
2019-07-08 04:00,2019-07-08 08:30,343.815,0.332,0.095,29.636
2019-07-08 05:00,2019-07-08 09:30,497.101,0.536,0.101,31.883
2019-07-08 06:00,2019-07-08 10:30,608.472,0.706,0.106,34.080
2019-07-08 07:00,2019-07-08 11:30,673.468,0.818,0.110,36.029
2019-07-08 08:00,2019-07-08 12:30,694.555,0.862,0.112,37.630
